IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/007L;0040;01004;01500;Ambérieu-en-Bugey;01004223MH;Rue;Alexandre Bérard;202;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882109.82;6544393.09;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007M;0040;01004;01500;Ambérieu-en-Bugey;01004223MI;Rue;Alexandre Bérard;204;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882133.93;6544407.87;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007N;0040;01004;01500;Ambérieu-en-Bugey;01004223ML;Rue;Alexandre Bérard;205;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882094.90;6544050.51;N;3;20171130;;;010042223U;20171115;20171115;;;;;aérosouterrain;
IMB/01004/X/007O;0040;01004;01500;Ambérieu-en-Bugey;01004223MM;Rue;Alexandre Bérard;206;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882161.04;6544423.62;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007P;0040;01004;01500;Ambérieu-en-Bugey;01004223MN;Rue;Alexandre Bérard;207;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882082.09;6544071.60;N;3;20171130;;;010042223U;20171115;20171115;;;;;aérosouterrain;
IMB/01004/X/007Q;0040;01004;01500;Ambérieu-en-Bugey;01004223MP;Rue;Alexandre Bérard;208;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882152.20;6544441.68;N;3;20171130;;;010042223U;20171115;20171115;PT 000510;;;PBO en chambre;souterrain;
IMB/01004/X/007R;0040;01004;01500;Ambérieu-en-Bugey;01004223MR;Rue;Alexandre Bérard;210;;;1;DEPLOYE;;;;;;;;;;;20171031;201711010000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882108.06;6544421.08;N;3;20171130;;;010042223U;20171115;20171115;PT 000509;;;PBO en chambre;souterrain;
IMB/01004/X/007U;0040;01004;01500;Ambérieu-en-Bugey;01004223MU;Rue;Alexandre Bérard;216;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882019.28;6544553.73;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/007V;0040;01004;01500;Ambérieu-en-Bugey;01004223MV;Rue;Alexandre Bérard;217;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;881874.57;6544572.95;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/007W;0040;01004;01500;Ambérieu-en-Bugey;01004223MX;Rue;Alexandre Bérard;218;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881988.29;6544551.99;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/007Y;0040;01004;01500;Ambérieu-en-Bugey;01004223MZ;Rue;Alexandre Bérard;221;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;881970.87;6544385.29;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/007Z;0040;01004;01500;Ambérieu-en-Bugey;0100422A94;Rue;Alexandre Bérard;222;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882066.22;6544552.33;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0080;0040;01004;01500;Ambérieu-en-Bugey;01004223N2;Rue;Alexandre Bérard;223;;;9;SIGNE;20171120;REGION AUVERGNE RHONE-ALPES;69002;Lyon 02;Esplanade;François Mitterrand;1;;;;;201612260000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;881939.16;6544415.53;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/0081;0040;01004;01500;Ambérieu-en-Bugey;01004229PP;Rue;Alexandre Bérard;224;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882058.41;6544573.37;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0082;0040;01004;01500;Ambérieu-en-Bugey;0100422A96;Rue;Alexandre Bérard;226;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882046.62;6544596.46;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0083;0040;01004;01500;Ambérieu-en-Bugey;01004229Y7;Rue;Alexandre Bérard;228;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882025.82;6544617.62;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0084;0040;01004;01500;Ambérieu-en-Bugey;01004229PR;Rue;Alexandre Bérard;230;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882020.02;6544640.65;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0085;0040;01004;01500;Ambérieu-en-Bugey;0100422A97;Rue;Alexandre Bérard;232;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;882006.22;6544662.75;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0086;0040;01004;01500;Ambérieu-en-Bugey;0100422BVS;Rue;Alexandre Bérard;233;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;IMMEUBLE;RGF93;881862.56;6544687.96;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0087;0040;01004;01500;Ambérieu-en-Bugey;01004229PS;Rue;Alexandre Bérard;234;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881990.44;6544686.86;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0088;0040;01004;01500;Ambérieu-en-Bugey;0100422A99;Rue;Alexandre Bérard;236;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881971.38;6544677.03;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0089;0040;01004;01500;Ambérieu-en-Bugey;01004229PT;Rue;Alexandre Bérard;238;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881938.32;6544667.32;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008A;0040;01004;01500;Ambérieu-en-Bugey;0100422A9A;Rue;Alexandre Bérard;240;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881946.14;6544647.27;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008B;0040;01004;01500;Ambérieu-en-Bugey;0100422A9B;Rue;Alexandre Bérard;242;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881952.90;6544620.24;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008C;0040;01004;01500;Ambérieu-en-Bugey;0100422A9C;Rue;Alexandre Bérard;244;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881964.73;6544601.15;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008D;0040;01004;01500;Ambérieu-en-Bugey;01004229Y9;Rue;Alexandre Bérard;246;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881985.83;6544614.96;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008E;0040;01004;01500;Ambérieu-en-Bugey;01004229PU;Rue;Alexandre Bérard;248;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711160000;FI-01004-000R;MonofibreZMD;;PAVILLON;RGF93;881966.55;6544580.16;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/008J;0045;01004;01500;Ambérieu-en-Bugey;01004223TS;Allée;Alfred Rocheray;1;;;3;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881589.47;6542551.13;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008K;0045;01004;01500;Ambérieu-en-Bugey;01004223TT;Allée;Alfred Rocheray;2;;;1;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881609.65;6542573.94;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008L;0045;01004;01500;Ambérieu-en-Bugey;01004223TU;Allée;Alfred Rocheray;3;;;1;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881577.63;6542569.21;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008M;0045;01004;01500;Ambérieu-en-Bugey;01004223TV;Allée;Alfred Rocheray;4;;;1;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881601.81;6542591.99;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008N;0045;01004;01500;Ambérieu-en-Bugey;01004223TX;Allée;Alfred Rocheray;5;;;1;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881567.79;6542586.28;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008O;0045;01004;01500;Ambérieu-en-Bugey;01004223TY;Allée;Alfred Rocheray;6;;;1;DEPLOYE;;;;;;;;;;;20161104;201611040000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881589.95;6542608.07;N;3;20161212;;;010042223Y;20161127;20161127;PT 000050;20161104;8;PBO en chambre;aérosouterrain;
IMB/01004/X/008P;0045;01004;01500;Ambérieu-en-Bugey;01004223TZ;Allée;Alfred Rocheray;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881552.90;6542597.40;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008Q;0045;01004;01500;Ambérieu-en-Bugey;01004223U2;Allée;Alfred Rocheray;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881587.16;6542632.08;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008R;0045;01004;01500;Ambérieu-en-Bugey;01004223U3;Allée;Alfred Rocheray;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881548.09;6542619.42;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008S;0045;01004;01500;Ambérieu-en-Bugey;01004223U4;Allée;Alfred Rocheray;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881572.41;6542659.18;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008T;0045;01004;01500;Ambérieu-en-Bugey;01004223U6;Allée;Alfred Rocheray;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881538.26;6542638.49;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008U;0045;01004;01500;Ambérieu-en-Bugey;01004223U7;Allée;Alfred Rocheray;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881561.57;6542677.26;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008V;0045;01004;01500;Ambérieu-en-Bugey;01004223U9;Allée;Alfred Rocheray;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881527.42;6542656.57;N;3;;;;010042223Y;;;;;;;aérosouterrain;
IMB/01004/X/008W;0045;01004;01500;Ambérieu-en-Bugey;01004223UA;Allée;Alfred Rocheray;14;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881559.81;6542704.25;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008X;0045;01004;01500;Ambérieu-en-Bugey;01004223UB;Allée;Alfred Rocheray;15;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881517.57;6542672.64;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008Y;0045;01004;01500;Ambérieu-en-Bugey;01004223UC;Allée;Alfred Rocheray;16;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881575.01;6542729.10;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/008Z;0045;01004;01500;Ambérieu-en-Bugey;01004223UE;Allée;Alfred Rocheray;17;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881504.69;6542685.74;N;3;;;;010042223Y;;;;;;;aérosouterrain;
IMB/01004/X/0090;0045;01004;01500;Ambérieu-en-Bugey;01004223UG;Allée;Alfred Rocheray;18;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881607.04;6542735.82;N;3;;;;010042223Y;;;;;;;aérosouterrain;
IMB/01004/X/0091;0045;01004;01500;Ambérieu-en-Bugey;01004223UH;Allée;Alfred Rocheray;19;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881485.85;6542701.89;N;3;;;;010042223Y;;;;;;;aérosouterrain;
IMB/01004/X/0092;0045;01004;01500;Ambérieu-en-Bugey;01004223UI;Allée;Alfred Rocheray;20;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881595.23;6542756.90;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0093;0045;01004;01500;Ambérieu-en-Bugey;01004223UL;Allée;Alfred Rocheray;21;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881472.96;6542713.99;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0094;0045;01004;01500;Ambérieu-en-Bugey;01004223UM;Allée;Alfred Rocheray;22;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881614.29;6542766.73;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0095;0045;01004;01500;Ambérieu-en-Bugey;01004223UN;Allée;Alfred Rocheray;23;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881505.16;6542740.69;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0096;0045;01004;01500;Ambérieu-en-Bugey;01004223UP;Allée;Alfred Rocheray;24;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881626.43;6542783.61;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0097;0045;01004;01500;Ambérieu-en-Bugey;01004223UR;Allée;Alfred Rocheray;25;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881523.02;6542725.55;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0098;0045;01004;01500;Ambérieu-en-Bugey;01004223US;Allée;Alfred Rocheray;26;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881641.52;6542795.47;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/0099;0045;01004;01500;Ambérieu-en-Bugey;01004223UT;Allée;Alfred Rocheray;27;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881540.21;6542749.38;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009A;0045;01004;01500;Ambérieu-en-Bugey;01004223UU;Allée;Alfred Rocheray;29;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881546.42;6542774.31;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009B;0045;01004;01500;Ambérieu-en-Bugey;01004223UV;Allée;Alfred Rocheray;31;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881570.45;6542780.09;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009C;0045;01004;01500;Ambérieu-en-Bugey;01004223UX;Allée;Alfred Rocheray;33;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881586.55;6542793.94;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009D;0045;01004;01500;Ambérieu-en-Bugey;01004223UY;Allée;Alfred Rocheray;35;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881603.69;6542811.78;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009E;0045;01004;01500;Ambérieu-en-Bugey;01004227ZI;Allée;Alfred Rocheray;37;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-0006;MonofibreZMD;;PAVILLON;RGF93;881621.80;6542826.61;N;3;;;;010042223Y;;;;;;;aérien;
IMB/01004/X/009F;0060;01004;01500;Ambérieu-en-Bugey;01004226YA;Rue;Amédée Bonnet;2;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882642.76;6542574.07;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009G;0060;01004;01500;Ambérieu-en-Bugey;01004226YB;Rue;Amédée Bonnet;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882656.78;6542577.95;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009H;0060;01004;01500;Ambérieu-en-Bugey;01004229TN;Rue;Amédée Bonnet;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882643.73;6542570.07;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009I;0060;01004;01500;Ambérieu-en-Bugey;01004226YC;Rue;Amédée Bonnet;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882662.73;6542572.90;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009J;0060;01004;01500;Ambérieu-en-Bugey;01004226YE;Rue;Amédée Bonnet;6;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;IMMEUBLE;RGF93;882642.68;6542565.08;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009K;0060;01004;01500;Ambérieu-en-Bugey;01004226YG;Rue;Amédée Bonnet;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882660.63;6542560.93;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009L;0060;01004;01500;Ambérieu-en-Bugey;01004226YH;Rue;Amédée Bonnet;8;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;IMMEUBLE;RGF93;882644.65;6542561.07;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009M;0060;01004;01500;Ambérieu-en-Bugey;01004226YI;Rue;Amédée Bonnet;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882661.59;6542555.93;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009N;0060;01004;01500;Ambérieu-en-Bugey;01004226YL;Rue;Amédée Bonnet;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882645.57;6542552.07;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009O;0060;01004;01500;Ambérieu-en-Bugey;01004226YM;Rue;Amédée Bonnet;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882662.55;6542551.92;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009P;0060;01004;01500;Ambérieu-en-Bugey;0100422A3H;Rue;Amédée Bonnet;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882648.45;6542538.05;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009Q;0060;01004;01500;Ambérieu-en-Bugey;01004226YN;Rue;Amédée Bonnet;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882662.52;6542547.93;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009R;0060;01004;01500;Ambérieu-en-Bugey;01004226YP;Rue;Amédée Bonnet;14;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882649.41;6542534.05;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009S;0060;01004;01500;Ambérieu-en-Bugey;0100422AYU;Rue;Amédée Bonnet;15;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882663.49;6542543.92;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009T;0060;01004;01500;Ambérieu-en-Bugey;01004226YR;Rue;Amédée Bonnet;16;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882651.39;6542531.04;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009U;0060;01004;01500;Ambérieu-en-Bugey;01004226YS;Rue;Amédée Bonnet;17;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882664.44;6542538.92;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009V;0060;01004;01500;Ambérieu-en-Bugey;01004226YU;Rue;Amédée Bonnet;19;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;IMMEUBLE;RGF93;882666.40;6542533.90;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009W;0060;01004;01500;Ambérieu-en-Bugey;01004226YX;Rue;Amédée Bonnet;21;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882665.35;6542528.92;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009X;0060;01004;01500;Ambérieu-en-Bugey;01004226YZ;Rue;Amédée Bonnet;23;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882691.93;6542481.73;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009Y;0060;01004;01500;Ambérieu-en-Bugey;;Rue;Amédée Bonnet;27;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882699.83;6542471.67;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/009Z;0060;01004;01500;Ambérieu-en-Bugey;01004226Z6;Rue;Amédée Bonnet;29;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;IMMEUBLE;RGF93;882702.79;6542466.65;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A0;0060;01004;01500;Ambérieu-en-Bugey;01004226Z7;Rue;Amédée Bonnet;31;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882706.73;6542460.62;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A1;0060;01004;01500;Ambérieu-en-Bugey;01004226Z9;Rue;Amédée Bonnet;32;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882671.03;6542491.90;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A2;0060;01004;01500;Ambérieu-en-Bugey;;Rue;Amédée Bonnet;33;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882709.65;6542450.60;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A3;0060;01004;01500;Ambérieu-en-Bugey;;Rue;Amédée Bonnet;34;C;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882678.87;6542473.85;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A4;0060;01004;01500;Ambérieu-en-Bugey;01004226ZA;Rue;Amédée Bonnet;34;;;12;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000L;MonofibreZMD;;IMMEUBLE;RGF93;882675.93;6542479.87;N;3;;;;010042229A;;;;;;;;
IMB/01004/X/00A5;0060;01004;01500;Ambérieu-en-Bugey;;Rue;Amédée Bonnet;35;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000L;MonofibreZMD;;PAVILLON;RGF93;882715.59;6542444.56;N;3;;;;010042229A;;;;;;;;
